dof_index, displacement_x, displacement_y, div_u, curl_u
21979,0,0,0,0
21980,0,0,0,0
21981,0,0,0,0
21982,0,0,0,0
21983,0,0,0,0
21984,0,0,0,0
21985,0,0,0,0
21986,0,0,0,0
21987,0,0,0,0
21988,0.292481,0,0.000298436,-3.74391e-05
21989,-0.00357232,0,0.000298436,-3.74391e-05
21990,0.75505,0,0.000582387,4.60752e-05
21991,-0.0463205,0,0.000582387,4.60752e-05
21992,0,0,0,0
21993,0,0,0,0
21994,0,0,0,0
21995,0,0,0,0
21996,0,0,0,0
21997,0,0,0,0
21998,0,0,0,0
21999,0,0,0,0
22000,0,0,0,0
22001,0,0,0,0
22002,0,0,0,0
22003,0,0,0,0
22004,0,0,0,0
22005,0,0,0,0
22006,0,0,0,0
22007,0,0,0,0
22008,0,0,0,0
22009,0,0,0,0
22010,0,0,0,0
22011,0,0,0,0
22012,0,0,0,0
22013,0,0,0,0
22014,0,0,0,0
22015,0,0,0,0
22016,0,0,0,0
22017,0,0,0,0
22018,0,0,0,0
22019,0,0,0,0
22020,0,0,0,0
22021,0,0,0,0
22022,0,0,0,0
22023,0,0,0,0
22024,0,0,0,0
22025,0,0,0,0
22026,0,0,0,0
22027,0,0,0,0
22028,0,0,0,0
22029,0,0,0,0
22030,0,0,0,0
22031,0,0,0,0
22032,0,0,0,0
22033,0,0,0,0
22034,0,0,0,0
22035,0,0,0,0
22036,0,0,0,0
22037,0,0,0,0
22038,0,0,0,0
22039,0,0,0,0
22040,0,0,0,0
22041,0,0,0,0
22042,0,0,0,0
22043,0,0,0,0
22044,0,0,0,0
22045,0,0,0,0
22046,0,0,0,0
22047,0,0,0,0
22048,0,0,0,0
22049,0,0,0,0
22050,0,0,0,0
22051,0,1.51512e-60,0,0
22052,0,4.52734e-60,0,0
22053,0,0,0,0
22054,0,0,0,0
22055,0,0,0,0
22056,0,0,0,0
22057,0,0,0,0
22058,0,0,0,0
22059,0,0,0,0
22060,0.00727018,0,4.11792e-06,9.56195e-07
22061,-0.000543776,0,4.11792e-06,9.56195e-07
22062,0.0279738,0,4.3234e-05,-4.62782e-06
22063,-0.00265329,0,4.3234e-05,-4.62782e-06
22064,0.0120931,0,6.28442e-06,7.31894e-07
22065,-0.00131617,0,6.28442e-06,7.31894e-07
22066,0.00278502,0,4.11792e-06,9.56195e-07
22067,-0.000302955,0,4.11792e-06,9.56195e-07
22068,0,0,0,0
22069,0,0,0,0
22070,0,0,0,0
22071,0,0,0,0
22072,0,0,0,0
22073,0,0,0,0
22074,0,0,0,0
22075,0,0,0,0
22076,0,0,0,0
22077,0,0,0,0
22078,0,0,0,0
22079,0,0,0,0
22080,0,0,0,0
22081,0,0,0,0
22082,0,0,0,0
22083,0,0,0,0
22084,0,0,0,0
22085,0,5.89703e-69,0,0
22086,0,6.46229e-69,0,0
22087,0,0,0,0
22088,0,0,0,0
22089,0,0,0,0
22090,0,0,0,0
22091,0,0,0,0
22092,0,0,0,0
22093,0,0,0,0
22094,0,0,0,0
22095,0,0,0,0
22096,0,0,0,0
22097,0,0,0,0
22098,0,0,0,0
22099,0,0,0,0
22100,0,0,0,0
22101,0,0,0,0
22102,0,0,0,0
22103,0,2.38629e-41,0,0
22104,0.0151412,3.32739e-41,7.37007e-06,-1.53474e-06
22105,-0.000986047,2.21807e-43,7.37007e-06,-1.53474e-06
22106,0.0521241,3.52158e-43,4.3234e-05,-4.62782e-06
22107,-0.00461714,1.70469e-41,4.3234e-05,-4.62782e-06
22108,0,3.66872e-41,0,0
22109,0,0,0,0
22110,0,0,0,0
22111,0,0,0,0
22112,0,0,0,0
22113,0,0,0,0
22114,0,0,0,0
22115,0,0,0,0
22116,0,0,0,0
22117,0,0,0,0
22118,0,0,0,0
22119,0,0,0,0
22120,0,0,0,0
22121,0,0,0,0
22122,0,0,0,0
22123,0,0,0,0
22124,0,0,0,0
22125,0,0,0,0
22126,0,0,0,0
22127,0,0,0,0
22128,0,0,0,0
22129,0,0,0,0
22130,0,0,0,0
22131,0,0,0,0
22132,0,0,0,0
22133,0,0,0,0
22134,0,0,0,0
22135,0,0,0,0
22136,0,0,0,0
22137,0,0,0,0
22138,0,0,0,0
22139,0,0,0,0
22140,0,0,0,0
22141,0,0,0,0
22142,0,0,0,0
22143,0,0,0,0
22144,0,0,0,0
22145,0,0,0,0
22146,0,0,0,0
22147,0,0,0,0
22148,0,0,0,0
22149,0,0,0,0
22150,0,0,0,0
22151,0,0,0,0
22152,0,0,0,0
22153,0,0,0,0
22154,0,0,0,0
22155,0,0,0,0
22156,0,0,0,0
22157,0,0,0,0
22158,0,0,0,0
22159,0,0,0,0
22160,0,0,0,0
22161,0,0,0,0
22162,0,0,0,0
22163,0,0,0,0
22164,0,0,0,0
22165,0,0,0,0
22166,0,0,0,0
22167,0,0,0,0
22168,0,0,0,0
22169,0,0,0,0
22170,0,0,0,0
22171,0,0,0,0
22172,0,0,0,0
22173,0,0,0,0
22174,0,0,0,0
22175,0,0,0,0
22176,0,0,0,0
22177,0,0,0,0
22178,0,0,0,0
22179,0,0,0,0
22180,0,0,0,0
22181,0,0,0,0
22182,0,0,0,0
22183,0,0,0,0
22184,0,0,0,0
22185,0,0,0,0
22186,0,0,0,0
22187,0,0,0,0
22188,0,0,0,0
22189,0,0,0,0
22190,0,0,0,0
22191,0,0,0,0
22192,0,0,0,0
22193,0,0,0,0
22194,0,0,0,0
22195,0,0,0,0
22196,0,0,0,0
22197,0,0,0,0
22198,0,0,0,0
22199,0,0,0,0
22200,0,0,0,0
22201,0,0,0,0
22202,0,0,0,0
22203,0,0,0,0
22204,0,0,0,0
22205,0,0,0,0
22206,0,0,0,0
22207,0,0,0,0
22208,0,0,0,0
22209,0,0,0,0
22210,0,0,0,0
22211,0,0,0,0
22212,0,0,0,0
22213,0,0,0,0
22214,0,0,0,0
22215,0,0,0,0
22216,0,0,0,0
22217,0,0,0,0
22218,0,0,0,0
22219,0,0,0,0
22220,0,0,0,0
22221,0,0,0,0
22222,0,0,0,0
22223,0,0,0,0
22224,0,0,0,0
22225,0,0,0,0
22226,0,0,0,0
22227,0,0,0,0
22228,0,0,0,0
22229,0,0,0,0
22230,0,0,0,0
22231,0,0,0,0
22232,0,0,0,0
22233,0,0,0,0
22234,0,0,0,0
22235,0,0,0,0
22236,0,0,0,0
22237,0,0,0,0
22238,0,0,0,0
22239,0,0,0,0
22240,0,0,0,0
22241,0,0,0,0
22242,0,0,0,0
22243,0,0,0,0
22244,0,0,0,0
22245,0,0,0,0
22246,0,0,0,0
22247,0,1.59855e-68,0,0
22248,0,-1.57287e-68,0,0
22249,0,0,0,0
22250,0,0,0,0
22251,0,0,0,0
22252,0,0,0,0
22253,0,0,0,0
22254,0,0,0,0
22255,0,0,0,0
22256,0,0,0,0
22257,0,0,0,0
22258,0,0,0,0
22259,0,0,0,0
22260,0,0,0,0
22261,0,0,0,0
22262,0,0,0,0
22263,0,0,0,0
22264,0,0,0,0
22265,0,0,0,0
22266,0,0,0,0
22267,0,0,0,0
22268,0,0,0,0
22269,0,0,0,0
22270,0,0,0,0
22271,0,0,0,0
22272,0,0,0,0
22273,0,0,0,0
22274,0,0,0,0
22275,0,0,0,0
22276,0,0,0,0
22277,0,0,0,0
22278,0,0,0,0
22279,0,0,0,0
22280,0,0,0,0
22281,0,0,0,0
22282,0,0,0,0
22283,0,0,0,0
22284,0,0,0,0
22285,0,0,0,0
22286,0,0,0,0
22287,0,2.68096e-45,0,0
22288,0,5.46767e-46,0,0
22289,0,0,0,0
22290,0,0,0,0
22291,0,0,0,0
22292,0,0,0,0
22293,0,0,0,0
22294,0,0,0,0
22295,0,0,0,0
22296,0,0,0,0
22297,0,0,0,0
22298,0,0,0,0
22299,0,0,0,0
22300,0,0,0,0
22301,0,0,0,0
22302,0,0,0,0
22303,0,0,0,0
22304,0,0,0,0
22305,0,0,0,0
22306,0,0,0,0
22307,0,0,0,0
22308,0,0,0,0
22309,0,7.47968e-37,0,0
22310,0,-3.10897e-38,0,0
22311,0,0,0,0
22312,0,0,0,0
22313,0,1.74422e-05,0,0
22314,0,1.03963e-05,0,0
22315,0,0,0,0
22316,0,0,0,0
22317,0,0,0,0
22318,0,0,0,0
22319,0,0,0,0
22320,0,0,0,0
22321,0,5.13168e-52,0,0
22322,0,3.51847e-52,0,0
22323,0,0,0,0
22324,0,0,0,0
22325,0,0,0,0
22326,0,0,0,0
22327,0,0,0,0
22328,0,0,0,0
22329,0,0,0,0
22330,0,0,0,0
22331,0,0,0,0
22332,0,0,0,0
22333,0,0,0,0
22334,0,0,0,0
22335,0,5.43517e-54,0,0
22336,0,2.0295e-54,0,0
22337,0,0,0,0
22338,0,0,0,0
22339,0,0,0,0
22340,0,0,0,0
22341,0,0,0,0
22342,0,0,0,0
22343,0,0,0,0
22344,0,0,0,0
22345,0,0,0,0
22346,0,0,0,0
22347,0,0,0,0
22348,0,0,0,0
22349,0,0,0,0
22350,0,0,0,0
22351,0,0,0,0
22352,0,0,0,0
22353,0,0,0,0
22354,0,0,0,0
22355,0,0,0,0
22356,0,0,0,0
22357,0,3.83227e-47,0,0
22358,0,1.65639e-47,0,0
22359,0,7.01933e-49,0,0
22360,0,2.43618e-49,0,0
22361,0,0,0,0
22362,0,0,0,0
22363,0,0,0,0
22364,0,0,0,0
22365,0,0,0,0
22366,0,0,0,0
22367,0,0,0,0
22368,0,0,0,0
22369,0,0,0,0
22370,0,0,0,0
22371,0,0,0,0
22372,0,0,0,0
22373,0,0,0,0
22374,0,0,0,0
22375,0,0,0,0
22376,0,0,0,0
22377,0,0,0,0
22378,0,0,0,0
22379,0,0,0,0
22380,0,0,0,0
22381,0,0,0,0
22382,0,0,0,0
22383,0,0,0,0
22384,0,0,0,0
22385,0,0,0,0
22386,0,0,0,0
22387,0,5.16617e-45,0,0
22388,0,4.52415e-45,0,0
22389,0,0,0,0
22390,0,0,0,0
22391,0,0,0,0
22392,0,0,0,0
22393,0,0,0,0
22394,0,0,0,0
22395,0,0,0,0
22396,0,0,0,0
22397,0,0,0,0
22398,0,0,0,0
22399,0,0,0,0
22400,0,0,0,0
22401,0,0,0,0
22402,0,0,0,0
22403,0,0,0,0
22404,0,0,0,0
22405,0,0,0,0
22406,0,0,0,0
22407,0,0,0,0
22408,0,0,0,0
22409,0,0,0,0
22410,0,0,0,0
22411,0,0,0,0
22412,0,0,0,0
22413,0,0,0,0
22414,0,0,0,0
22415,0,0,0,0
22416,0,0,0,0
22417,0,0,0,0
22418,0,0,0,0
22419,0,0,0,0
22420,0,0,0,0
22421,0,0,0,0
22422,0,0,0,0
22423,0,0,0,0
22424,0,0,0,0
22425,0,0,0,0
22426,0,0,0,0
22427,0,0,0,0
22428,0,0,0,0
22429,0,6.8582e-31,0,0
22430,1.95833e-05,5.4594e-32,7.0899e-08,-2.39026e-09
22431,-7.05007e-06,0,7.0899e-08,-2.39026e-09
22432,2.34557e-05,0,7.0899e-08,-2.39026e-09
22433,-3.84401e-06,0,7.0899e-08,-2.39026e-09
22434,0,0,0,0
22435,0,0,0,0
22436,0,0,0,0
22437,0,0,0,0
22438,0,0,0,0
22439,0,0,0,0
22440,0,0,0,0
22441,0,0,0,0
22442,0,0,0,0
22443,0,0,0,0
22444,0,0,0,0
22445,0,0,0,0
22446,0,0,0,0
22447,0,0,0,0
22448,0,0,0,0
22449,0,0,0,0
22450,0,0,0,0
22451,0,0,0,0
22452,0,0,0,0
22453,0,0,0,0
22454,0,0,0,0
22455,0,0,0,0
22456,0,0,0,0
22457,0,0,0,0
22458,0,0,0,0
22459,0,0,0,0
22460,0,0,0,0
22461,0,0,0,0
22462,0,0,0,0
22463,0,0,0,0
22464,0,0,0,0
22465,0,0,0,0
22466,0,0,0,0
22467,0,0,0,0
22468,0,0,0,0
22469,0,0,0,0
22470,0,0,0,0
22471,0,0,0,0
22472,0,0,0,0
22473,0,0,0,0
22474,0,0,0,0
22475,0,0,0,0
22476,0,0,0,0
22477,0,0,0,0
22478,0,0,0,0
22479,0,0,0,0
22480,0,0,0,0
22481,0,0,0,0
22482,0,0,0,0
22483,0,0,0,0
22484,0,0,0,0
22485,0,1.24502e-64,0,0
22486,0,3.20299e-65,0,0
22487,0,0,0,0
22488,0,0,0,0
22489,0,0,0,0
22490,0,0,0,0
22491,0,0,0,0
22492,0,0,0,0
22493,0,0,0,0
22494,0,0,0,0
22495,0,0,0,0
22496,0,0,0,0
22497,0,0,0,0
22498,0,0,0,0
22499,0,0,0,0
22500,0,0,0,0
22501,0,0,0,0
22502,0,0,0,0
22503,0,0,0,0
22504,0,0,0,0
22505,0,0,0,0
22506,0,0,0,0
22507,0,0,0,0
22508,0,0,0,0
22509,0,0,0,0
22510,0,0,0,0
22511,0,0,0,0
22512,0,0,0,0
22513,0,0,0,0
22514,0,0,0,0
22515,0,0,0,0
22516,0,0,0,0
22517,0,0,0,0
22518,0,0,0,0
22519,0,0,0,0
22520,0,0,0,0
22521,0,0,0,0
22522,0,0,0,0
22523,0,0,0,0
22524,0,0,0,0
22525,0,0,0,0
22526,0,0,0,0
22527,0,0,0,0
22528,0,0,0,0
22529,0,0,0,0
22530,0,0,0,0
22531,0,0,0,0
22532,0,0,0,0
22533,0,0,0,0
22534,0,0,0,0
22535,0,0,0,0
22536,0,0,0,0
22537,0,0,0,0
22538,0,0,0,0
22539,0,0,0,0
22540,0,0,0,0
22541,0,0,0,0
22542,0,0,0,0
22543,0,0,0,0
22544,0,0,0,0
22545,0,0,0,0
22546,0,0,0,0
22547,0,0,0,0
22548,0,0,0,0
22549,0,0,0,0
22550,0,0,0,0
22551,0,0,0,0
22552,0,0,0,0
22553,0,0,0,0
22554,0,0,0,0
22555,0,0,0,0
22556,9.98695e-38,0,6.22556e-40,1.12919e-40
22557,4.55959e-38,0,6.22556e-40,1.12919e-40
22558,1.51307e-38,0,1.06843e-41,-5.56133e-43
22559,1.15032e-38,0,1.06843e-41,-5.56133e-43
22560,1.17131e-39,0,1.06843e-41,-5.56133e-43
22561,3.25677e-40,0,1.06843e-41,-5.56133e-43
22562,0,0,0,0
22563,0,0,0,0
22564,6.2312e-40,0,3.46568e-41,7.73279e-42
22565,4.48327e-40,0,3.46568e-41,7.73279e-42
22566,4.9101e-38,0,1.65048e-39,-3.94709e-40
22567,2.78632e-38,0,1.65048e-39,-3.94709e-40
22568,0,0,0,0
22569,0,0,0,0
22570,0,0,0,0
22571,0,0,0,0
22572,0,0,0,0
22573,0,0,0,0
22574,0,0,0,0
22575,0,0,0,0
22576,0,0,0,0
22577,0,0,0,0
22578,0,0,0,0
22579,0,0,0,0
22580,0,0,0,0
22581,0,0,0,0
22582,0,0,0,0
22583,0,0,0,0
22584,0,0,0,0
22585,0,0,0,0
22586,1.56139,0,0.000893178,-2.45453e-05
22587,0.254712,0,0.000893178,-2.45453e-05
22588,2.15779,0,0.000884962,-8.72123e-05
22589,0.283641,0,0.000884962,-8.72123e-05
22590,0.964598,0,0.000417743,-2.71714e-05
22591,0.154801,0,0.000417743,-2.71714e-05
22592,0.556437,0,0.000185103,6.20418e-05
22593,0.111996,0,0.000185103,6.20418e-05
22594,0,0,0,0
22595,0,0,0,0
22596,0,0,0,0
22597,0,0,0,0
22598,0,0,0,0
22599,0,0,0,0
22600,0,0,0,0
22601,0,0,0,0
22602,0,0,0,0
22603,0,0,0,0
22604,0,0,0,0
22605,0,0,0,0
22606,0,0,0,0
22607,0,0,0,0
22608,0,0,0,0
22609,0,0,0,0
22610,0,0,0,0
22611,0,0,0,0
22612,0,0,0,0
22613,0,0,0,0
22614,0,0,0,0
22615,0,0,0,0
22616,0,0,0,0
22617,0,0,0,0
22618,0,0,0,0
22619,0,0,0,0
22620,0,0,0,0
22621,0,0,0,0
22622,0,0,0,0
22623,0,0,0,0
22624,0,0,0,0
22625,0,0,0,0
22626,0,0,0,0
22627,0,0,0,0
22628,0,0,0,0
22629,0,0,0,0
22630,0,0,0,0
22631,0,0,0,0
22632,0,0,0,0
22633,0,0,0,0
22634,0,0,0,0
22635,0,0,0,0
22636,0,0,0,0
22637,0,0,0,0
22638,0,0,0,0
22639,0,0,0,0
22640,0,0,0,0
22641,0,0,0,0
22642,0,0,0,0
22643,0,0,0,0
22644,0,0,0,0
22645,0,0,0,0
22646,0,0,0,0
22647,0,0,0,0
22648,0.0934417,0,0.000105399,7.31462e-06
22649,-0.00570935,0,0.000105399,7.31462e-06
22650,0,0,0,0
22651,0,0,0,0
22652,0,0,0,0
22653,0,0,0,0
22654,0,0,0,0
22655,0,0,0,0
22656,0,0,0,0
22657,0,0,0,0
22658,0,0,0,0
22659,0,0,0,0
22660,0,0,0,0
22661,0,0,0,0
22662,0,0,0,0
22663,0,0,0,0
22664,0,0,0,0
22665,0,0,0,0
22666,0,0,0,0
22667,0,0,0,0
22668,0,0,0,0
22669,0,6.5271e-52,0,0
22670,0,3.63103e-52,0,0
22671,0,0,0,0
22672,0,0,0,0
22673,0,0,0,0
22674,0,0,0,0
22675,0,0,0,0
22676,0,0,0,0
22677,0,0,0,0
22678,0,0,0,0
22679,0,0,0,0
22680,0,0,0,0
22681,0,0,0,0
22682,0,0,0,0
22683,0,0,0,0
22684,0,0,0,0
22685,0,0,0,0
22686,3.38767e-22,0,3.14327e-25,-5.448e-26
22687,-1.15172e-23,0,3.14327e-25,-5.448e-26
22688,0,0,0,0
22689,0,0,0,0
22690,0,0,0,0
22691,0,0,0,0
22692,0,0,0,0
22693,0,0,0,0
22694,0,0,0,0
22695,0,0,0,0
22696,0,0,0,0
22697,0,0,0,0
22698,0,0,0,0
22699,0,0,0,0
22700,0,0,0,0
22701,0,0,0,0
22702,0,0,0,0
22703,0,0,0,0
22704,0,0,0,0
22705,0,0,0,0
22706,0,0,0,0
22707,0,0,0,0
22708,0,0,0,0
22709,0,0,0,0
22710,0,0,0,0
22711,0,0,0,0
22712,0,0,0,0
22713,0,0,0,0
22714,0,0,0,0
22715,0,0,0,0
22716,0,0,0,0
22717,0,0,0,0
22718,0,0,0,0
22719,0,0,0,0
22720,0,0,0,0
22721,0,0,0,0
22722,0,0,0,0
22723,0,0,0,0
22724,0,0,0,0
22725,0,0,0,0
22726,0,0,0,0
22727,0,0,0,0
22728,0,0,0,0
22729,0,0,0,0
22730,0,0,0,0
22731,0,0,0,0
22732,0,0,0,0
22733,0,0,0,0
22734,0,0,0,0
22735,0,0,0,0
22736,0,0,0,0
22737,0,0,0,0
22738,0,0,0,0
22739,0,0,0,0
22740,0,0,0,0
22741,0,0,0,0
22742,0,0,0,0
22743,0,0,0,0
22744,0.210115,0,0.000105399,7.31462e-06
22745,-0.00138813,0,0.000105399,7.31462e-06
22746,0.596025,0,0.000298436,-3.74391e-05
22747,0.00499983,0,0.000298436,-3.74391e-05
22748,0,0,0,0
22749,0,0,0,0
22750,0,0,0,0
22751,0,0,0,0
22752,0,0,0,0
22753,0,0,0,0
22754,0,0,0,0
22755,0,0,0,0
22756,0,0,0,0
22757,0,0,0,0
22758,0,0,0,0
22759,0,0,0,0
22760,0,0,0,0
22761,0,0,0,0
22762,0,0,0,0
22763,0,0,0,0
22764,0,0,0,0
22765,0,0,0,0
22766,0,0,0,0
22767,0,0,0,0
22768,0,0,0,0
22769,0,0,0,0
22770,0,0,0,0
22771,0,0,0,0
22772,0,0,0,0
22773,0,0,0,0
22774,0,0,0,0
22775,0,0,0,0
22776,0,0,0,0
22777,0,0,0,0
22778,0,0,0,0
22779,0,0,0,0
22780,0,0,0,0
22781,0,0,0,0
22782,0,0,0,0
22783,0,0,0,0
22784,0,0,0,0
22785,0,0,0,0
22786,0,0,0,0
22787,0,0,0,0
22788,0,0,0,0
22789,0,0,0,0
22790,0,0,0,0
22791,0,0,0,0
22792,0,0,0,0
22793,0,0,0,0
22794,0,0,0,0
22795,0,0,0,0
22796,0,0,0,0
22797,0,0,0,0
22798,1.78799e-49,0,1.044e-52,-4.38866e-53
22799,1.05421e-49,0,1.044e-52,-4.38866e-53
22800,4.74746e-51,0,1.044e-52,-4.38866e-53
22801,1.69216e-51,0,1.044e-52,-4.38866e-53
22802,1.09882e-48,0,9.39425e-50,2.35125e-50
22803,1.87481e-49,0,9.39425e-50,2.35125e-50
22804,0,0,0,0
22805,0,0,0,0
22806,0,0,0,0
22807,0,0,0,0
22808,0,0,0,0
22809,0,0,0,0
22810,0,0,0,0
22811,0,0,0,0
22812,5.54541e-49,0,1.43609e-50,-1.54321e-50
22813,3.81318e-49,0,1.43609e-50,-1.54321e-50
22814,0,0,0,0
22815,0,0,0,0
22816,0,0,0,0
22817,0,0,0,0
22818,0,0,0,0
22819,0,0,0,0
22820,0,0,0,0
22821,0,0,0,0
22822,0,0,0,0
22823,0,0,0,0
22824,0,0,0,0
22825,0,0,0,0
22826,0,0,0,0
22827,0,0,0,0
22828,0,0,0,0
22829,0,0,0,0
22830,0,0,0,0
22831,0,0,0,0
22832,0,0,0,0
22833,0,0,0,0
22834,0,0,0,0
22835,0,0,0,0
22836,0,0,0,0
22837,0,0,0,0
22838,0,0,0,0
22839,0,0,0,0
22840,0,0,0,0
22841,0,0,0,0
22842,2.81496e-30,0,2.64719e-32,2.7062e-32
22843,8.28131e-30,0,2.64719e-32,2.7062e-32
22844,1.02195e-30,0,3.29233e-32,1.14525e-32
22845,7.09349e-31,0,3.29233e-32,1.14525e-32
22846,6.94738e-33,0,1.09816e-33,-2.22726e-34
22847,3.76838e-32,0,1.09816e-33,-2.22726e-34
22848,0,0,0,0
22849,0,0,0,0
22850,0,0,0,0
22851,0,0,0,0
22852,4.23403e-29,0,1.57916e-31,-4.47123e-32
22853,1.56366e-28,0,1.57916e-31,-4.47123e-32
22854,8.07121e-29,0,1.73532e-30,1.7697e-30
22855,1.73686e-28,0,1.73532e-30,1.7697e-30
22856,2.58167e-27,0,9.43422e-29,1.34602e-29
22857,3.2018e-27,0,9.43422e-29,1.34602e-29
22858,0,0,0,0
22859,0,0,0,0
22860,0,0,0,0
22861,0,0,0,0
22862,0,0,0,0
22863,0,0,0,0
22864,0,0,0,0
22865,0,0,0,0
22866,0,0,0,0
22867,0,0,0,0
22868,0,0,0,0
22869,0,0,0,0
22870,0,0,0,0
22871,0,0,0,0
22872,0,0,0,0
22873,0,0,0,0
22874,0,0,0,0
22875,0,0,0,0
22876,0,0,0,0
22877,0,0,0,0
22878,0,0,0,0
22879,0,0,0,0
22880,0,0,0,0
22881,0,0,0,0
22882,0,0,0,0
22883,0,0,0,0
22884,0,0,0,0
22885,0,0,0,0
22886,0,0,0,0
22887,0,0,0,0
22888,0,0,0,0
22889,0,0,0,0
22890,0,0,0,0
22891,0,0,0,0
22892,0,0,0,0
22893,0,0,0,0
22894,0,0,0,0
22895,0,0,0,0
22896,5.02408e-62,0,9.06103e-65,-1.51955e-65
22897,1.06899e-62,0,9.06103e-65,-1.51955e-65
22898,3.97739e-61,0,9.51368e-65,-2.10906e-64
22899,7.55502e-62,0,9.51368e-65,-2.10906e-64
22900,3.22759e-59,0,5.6722e-62,-1.34577e-62
22901,3.62755e-60,0,5.6722e-62,-1.34577e-62
22902,1.67207e-61,0,9.06103e-65,-1.51955e-65
22903,2.99665e-62,0,9.06103e-65,-1.51955e-65
22904,0,0,0,0
22905,0,0,0,0
22906,0,0,0,0
22907,0,0,0,0
22908,0,0,0,0
22909,0,0,0,0
22910,0,0,0,0
22911,0,0,0,0
22912,0,0,0,0
22913,0,0,0,0
22914,0,0,0,0
22915,0,0,0,0
22916,0,0,0,0
22917,0,0,0,0
22918,0,0,0,0
22919,0,0,0,0
22920,0,0,0,0
22921,0,0,0,0
22922,0,0,0,0
22923,0,0,0,0
22924,0,0,0,0
22925,0,0,0,0
22926,0,0,0,0
22927,0,0,0,0
22928,0,0,0,0
22929,0,0,0,0
22930,0,0,0,0
22931,0,0,0,0
22932,0,0,0,0
22933,0,0,0,0
22934,0,0,0,0
22935,0,0,0,0
22936,2.30869e-67,0,2.95767e-67,-3.31846e-67
22937,1.27237e-67,0,2.95767e-67,-3.31846e-67
22938,0,0,0,0
22939,0,0,0,0
22940,0,0,0,0
22941,0,0,0,0
22942,0,0,0,0
22943,0,0,0,0
22944,0,0,0,0
22945,0,3.636e-64,0,0
22946,0,2.51772e-64,0,0
22947,0,1.07094e-61,0,0
22948,0,6.75458e-62,0,0
22949,0,2.45475e-61,0,0
22950,0,5.85335e-62,0,0
22951,0,0,0,0
22952,0,0,0,0
22953,0,0,0,0
22954,0,0,0,0
22955,0,0,0,0
22956,0,0,0,0
22957,0,0,0,0
22958,0,0,0,0
22959,0,0,0,0
22960,0,0,0,0
22961,0,0,0,0
22962,0,0,0,0
22963,0,0,0,0
22964,0,0,0,0
22965,0,0,0,0
22966,0,0,0,0
22967,0,0,0,0
22968,0,0,0,0
22969,0,0,0,0
22970,0,0,0,0
22971,0,0,0,0
22972,3.84223e-19,0,5.18089e-21,-1.35559e-23
22973,1.70999e-19,0,5.18089e-21,-1.35559e-23
22974,1.77681e-20,0,1.20467e-23,5.31201e-24
22975,7.14893e-21,0,1.20467e-23,5.31201e-24
22976,7.2124e-20,0,1.10871e-21,3.6795e-22
22977,2.89521e-20,0,1.10871e-21,3.6795e-22
22978,0,0,0,0
22979,0,0,0,0
22980,0,0,0,0
22981,0,0,0,0
22982,0,0,0,0
22983,0,0,0,0
22984,0,0,0,0
22985,0,0,0,0
22986,0,0,0,0
22987,0,0,0,0
22988,0,0,0,0
22989,0,0,0,0
22990,0,0,0,0
22991,0,0,0,0
22992,0,0,0,0
22993,0,0,0,0
22994,0.000147158,0,8.93614e-08,-2.94635e-09
22995,-2.4072e-05,0,8.93614e-08,-2.94635e-09
22996,0.000128003,0,8.93614e-08,-2.94635e-09
22997,-2.69834e-05,4.28113e-64,8.93614e-08,-2.94635e-09
22998,0,2.27557e-64,0,0
22999,0,0,0,0
23000,0,0,0,0
23001,0,0,0,0
23002,0,0,0,0
23003,0,0,0,0
23004,0,0,0,0
23005,0,0,0,0
23006,0,0,0,0
23007,0,0,0,0
23008,0,0,0,0
23009,0,0,0,0
23010,0,0,0,0
23011,0,0,0,0
23012,0,0,0,0
23013,0,0,0,0
23014,0,0,0,0
23015,0,0,0,0
23016,0,0,0,0
23017,0,0,0,0
23018,0,0,0,0
23019,0,0,0,0
23020,0,0,0,0
23021,0,0,0,0
23022,0,0,0,0
23023,0,0,0,0
23024,0,0,0,0
23025,0,0,0,0
23026,0,0,0,0
23027,0,0,0,0
23028,0,0,0,0
23029,0,0,0,0
23030,0,0,0,0
23031,0,0,0,0
23032,0,0,0,0
23033,0,0,0,0
23034,0,0,0,0
23035,0,0,0,0
23036,0,0,0,0
23037,0,0,0,0
23038,0,0,0,0
23039,0,0,0,0
23040,0,0,0,0
23041,0,0,0,0
23042,0,0,0,0
23043,0,0,0,0
23044,0,0,0,0
23045,0,0,0,0
23046,0,0,0,0
23047,0,0,0,0
23048,0,0,0,0
23049,0,0,0,0
23050,0,0,0,0
23051,0,0,0,0
23052,0,0,0,0
23053,0,0,0,0
23054,0.000657961,0,3.18805e-07,4.39009e-08
23055,-3.7088e-05,0,3.18805e-07,4.39009e-08
23056,0.000603259,0,2.89003e-07,-5.33349e-08
23057,5.44334e-06,0,2.89003e-07,-5.33349e-08
23058,0.00307154,0,4.82964e-06,-5.49872e-07
23059,-0.000295039,0,4.82964e-06,-5.49872e-07
23060,0,0,0,0
23061,0,0,0,0
23062,0,0,0,0
23063,0,0,0,0
23064,0,0,0,0
23065,0,0,0,0
23066,0,0,0,0
23067,0,0,0,0
23068,5.27621e-16,0,1.10335e-18,7.71035e-19
23069,2.15756e-16,0,1.10335e-18,7.71035e-19
23070,5.75315e-15,0,4.46859e-17,1.44411e-17
23071,1.96292e-16,0,4.46859e-17,1.44411e-17
